Count,Hour,Temperature,Humidity,Seasons
2025,17,28.9,22,Summer
2246,18,27.4,29,Summer
2337,19,25.4,33,Summer
2338,20,23.4,38,Summer
2238,21,22.1,44,Summer
1969,22,21.4,48,Summer
1490,23,20.6,52,Summer
1248,0,19.7,55,Summer
902,1,19.2,57,Summer
673,2,18.6,60,Summer
437,3,18,64,Summer
294,4,17.4,65,Summer
193,5,17.1,66,Summer
228,6,16.9,62,Summer
423,7,18,54,Summer
659,8,20.3,47,Summer
831,9,22.7,39,Summer
938,10,24.8,34,Summer
977,11,26.7,30,Summer
1134,12,28.7,27,Summer
1393,13,29.4,24,Summer
1399,14,29.8,26,Summer
1556,15,30.7,21,Summer
1834,16,30.4,28,Summer
2131,17,29.5,29,Summer
2349,18,29.3,25,Summer
2514,19,27.4,29,Summer
2460,20,25.3,32,Summer
2173,21,24.2,32,Summer
1741,22,23,38,Summer
1274,23,22,44,Summer
938,0,21.4,45,Summer
596,1,20.7,47,Summer
351,2,20.1,49,Summer
244,3,19.6,51,Summer
172,4,19.4,56,Summer
299,5,19.2,56,Summer
742,6,18.9,53,Summer
1505,7,19.5,52,Summer
2287,8,22.1,44,Summer
1243,9,23.3,37,Summer
970,10,25.1,40,Summer
1008,11,26.1,37,Summer
1152,12,26.3,36,Summer
1085,13,27.4,30,Summer
1148,14,26.5,43,Summer
1249,15,25.5,43,Summer
1671,16,25.5,43,Summer
2190,17,24.9,46,Summer
3380,18,24.4,48,Summer
2788,19,23.9,51,Summer
2508,20,23.4,43,Summer
2377,21,22.6,62,Summer
2000,22,22,64,Summer
1354,23,21.4,68,Summer
927,0,20.5,71,Summer
742,1,20,67,Summer
448,2,19.7,66,Summer
314,3,19.1,72,Summer
214,4,18.5,72,Summer
282,5,18.1,73,Summer
733,6,17.8,73,Summer
1602,7,18.8,64,Summer
2322,8,21.5,58,Summer
1344,9,23.5,51,Summer
959,10,25.5,43,Summer
974,11,26.8,37,Summer
1111,12,28.2,35,Summer
1058,13,28.6,34,Summer
1120,14,28.9,34,Summer
1250,15,29,38,Summer
1434,16,28.8,38,Summer
2115,17,28.1,37,Summer
3227,18,27.1,40,Summer
2615,19,25.5,43,Summer
2346,20,24,46,Summer
2404,21,23.3,51,Summer
2237,22,22.4,54,Summer
1646,23,21.9,56,Summer
1268,0,21.2,60,Summer
1031,1,20.6,63,Summer
792,2,20.1,65,Summer
562,3,19.6,68,Summer
332,4,19.2,68,Summer
218,5,18.7,73,Summer
351,6,18.5,73,Summer
536,7,19.3,63,Summer
799,8,21.2,59,Summer
925,9,22.9,56,Summer
1087,10,24.3,53,Summer
1152,11,25.8,52,Summer
1400,12,27.3,51,Summer
1444,13,27.3,52,Summer
1603,14,27.4,50,Summer
1674,15,27.6,49,Summer
1940,16,27.9,47,Summer
2104,17,27.4,48,Summer
2162,18,26.6,52,Summer
2163,19,24.9,56,Summer
2145,20,23.4,64,Summer
1935,21,22.1,72,Summer
1624,22,20.8,78,Summer
1251,23,20.1,77,Summer
978,0,19.6,82,Summer
606,1,19.1,86,Summer
418,2,18.8,88,Summer
275,3,18.4,88,Summer
191,4,18.1,88,Summer
288,5,17.8,91,Summer
716,6,18.1,88,Summer
1551,7,18.6,85,Summer
2317,8,18.9,82,Summer
1342,9,20.5,73,Summer
914,10,22,69,Summer
967,11,23.4,62,Summer
1099,12,25,56,Summer
1071,13,26.7,47,Summer
1116,14,28.2,44,Summer
1171,15,29.3,41,Summer
1442,16,29.3,41,Summer
2002,17,28.2,51,Summer
3221,18,25.6,57,Summer
2649,19,24,60,Summer
2278,20,22.8,67,Summer
2161,21,21.5,69,Summer
1939,22,20.9,71,Summer
1290,23,20.3,77,Summer
926,0,19.1,82,Summer
769,1,18.8,84,Summer
525,2,18.6,84,Summer
365,3,18.6,83,Summer
255,4,18.5,82,Summer
299,5,18.6,81,Summer
744,6,18.8,78,Summer
1544,7,19.1,73,Summer
2348,8,19.7,69,Summer
1283,9,21.2,62,Summer
1002,10,21.9,62,Summer
1095,11,21.9,64,Summer
1256,12,23.1,56,Summer
1314,13,24.2,58,Summer
1249,14,25,54,Summer
1416,15,26.2,51,Summer
1668,16,26.6,49,Summer
2314,17,26.9,49,Summer
3309,18,26.2,54,Summer
2797,19,24.5,63,Summer
2476,20,22.6,71,Summer
2337,21,21.2,77,Summer
2140,22,20.5,78,Summer
1672,23,20,79,Summer
1247,0,19.7,83,Summer
1029,1,19.7,81,Summer
732,2,19.4,84,Summer
535,3,19.1,84,Summer
352,4,19,83,Summer
262,5,19,85,Summer
381,6,19,84,Summer
616,7,20.2,73,Summer
963,8,21.9,62,Summer
1102,9,24,55,Summer
1156,10,25.8,49,Summer
1200,11,27.2,46,Summer
1462,12,28.2,42,Summer
1583,13,28.8,42,Summer
1744,14,30.1,35,Summer
1890,15,29.6,40,Summer
2297,16,28.7,40,Summer
2355,17,28.2,39,Summer
1934,18,27.3,42,Summer
1058,19,25.7,47,Summer
246,20,23.7,62,Summer
225,21,22.4,72,Summer
776,22,21,75,Summer
766,23,20.7,66,Summer
483,0,20.2,66,Summer
375,1,19.7,71,Summer
162,2,19.2,69,Summer
150,3,18.6,78,Summer
174,4,18.3,72,Summer
138,5,18.4,70,Summer
216,6,18.3,71,Summer
313,7,18.4,68,Summer
619,8,19,65,Summer
786,9,19.2,65,Summer
942,10,20.2,62,Summer
1074,11,21.3,56,Summer
1442,12,23.2,50,Summer
1752,13,24.2,48,Summer
1985,14,24.1,51,Summer
2182,15,24.8,49,Summer
2333,16,24.8,51,Summer
2431,17,24.6,52,Summer
2367,18,24.1,53,Summer
2267,19,23.4,55,Summer
2300,20,22.8,55,Summer
2026,21,22.1,55,Summer
1634,22,21.5,55,Summer
1191,23,20.9,56,Summer
918,0,20.3,58,Summer
555,1,19.8,59,Summer
353,2,19.2,60,Summer
232,3,18.8,61,Summer
194,4,18.8,60,Summer
324,5,18.8,61,Summer
807,6,18.6,61,Summer
1629,7,19.1,59,Summer
2375,8,20.7,55,Summer
1307,9,22.2,48,Summer
992,10,23.7,47,Summer
1107,11,23.2,52,Summer
1204,12,23.2,52,Summer
1033,13,23.7,49,Summer
1075,14,23.9,47,Summer
1240,15,22.2,60,Summer
1220,16,22,60,Summer
1475,17,20.7,72,Summer
1491,18,19.8,80,Summer
873,19,19.4,85,Summer
1280,20,19.1,84,Summer
1647,21,19,82,Summer
1117,22,19,76,Summer
384,23,18.2,93,Summer
470,0,18,94,Summer
454,1,17.7,92,Summer
385,2,17.7,87,Summer
206,3,17.5,87,Summer
144,4,17.5,84,Summer
296,5,17.2,87,Summer
740,6,16.7,85,Summer
1573,7,17.1,77,Summer
2495,8,19,67,Summer
1317,9,21.1,60,Summer
971,10,22.1,53,Summer
1092,11,22.9,54,Summer
1202,12,24,51,Summer
1215,13,25.7,46,Summer
1246,14,25.6,45,Summer
1427,15,26.2,42,Summer
1714,16,26.2,47,Summer
2270,17,26.4,47,Summer
3404,18,24.9,53,Summer
2873,19,23.1,58,Summer
2579,20,21.6,62,Summer
2505,21,20.6,70,Summer
2309,22,20,70,Summer
1657,23,19.5,72,Summer
1274,0,19.3,76,Summer
1088,1,18.9,77,Summer
847,2,18.4,75,Summer
591,3,18.5,73,Summer
421,4,18.7,74,Summer
290,5,18.6,76,Summer
416,6,18.7,75,Summer
657,7,19.4,69,Summer
959,8,20.7,65,Summer
1111,9,22.6,59,Summer
1269,10,23,57,Summer
1478,11,24.5,51,Summer
1747,12,24.5,56,Summer
1834,13,24.9,52,Summer
2088,14,26.6,50,Summer
2288,15,25.5,50,Summer
2474,16,25.8,50,Summer
2664,17,25.6,57,Summer
2479,18,23.4,63,Summer
2404,19,22.8,64,Summer
2276,20,22.1,65,Summer
2166,21,21.8,67,Summer
1934,22,21.6,66,Summer
1394,23,21.5,62,Summer
1047,0,21.1,69,Summer
715,1,20.8,72,Summer
453,2,20.8,73,Summer
289,3,20.8,73,Summer
193,4,21,72,Summer
154,5,20.3,84,Summer
100,6,19.5,95,Summer
94,7,19.4,97,Summer
187,8,18.9,97,Summer
175,9,19.1,96,Summer
532,10,19.7,94,Summer
735,11,20.5,79,Summer
945,12,21.2,75,Summer
1056,13,22.8,67,Summer
1153,14,23.8,62,Summer
1292,15,24.6,57,Summer
1550,16,25,56,Summer
1934,17,24.6,57,Summer
2962,18,24,61,Summer
1856,19,23.6,63,Summer
1557,20,22.6,74,Summer
1807,21,22.2,72,Summer
1737,22,21.8,72,Summer
1295,23,21.6,68,Summer
986,0,21,70,Summer
717,1,20.6,65,Summer
403,2,20.1,67,Summer
154,3,18.8,93,Summer
72,4,18,93,Summer
161,5,17.4,86,Summer
609,6,17.2,83,Summer
1467,7,18.2,75,Summer
2328,8,18.7,71,Summer
1170,9,20.1,65,Summer
1004,10,22,56,Summer
1118,11,22.9,57,Summer
1193,12,24.4,50,Summer
1035,13,25.3,48,Summer
1027,14,26.4,43,Summer
1461,15,26.7,40,Summer
1726,16,26.5,45,Summer
2460,17,26.1,45,Summer
2891,18,25.9,44,Summer
2984,19,24.3,48,Summer
2441,20,22.6,51,Summer
2337,21,21.4,54,Summer
2155,22,20.4,54,Summer
1593,23,19.6,55,Summer
1217,0,19,57,Summer
1056,1,18.4,59,Summer
764,2,17.9,60,Summer
518,3,17.4,61,Summer
317,4,16.9,63,Summer
277,5,16.6,65,Summer
381,6,16.3,66,Summer
583,7,17,60,Summer
892,8,18.7,57,Summer
1144,9,20.4,54,Summer
1166,10,21.8,46,Summer
1330,11,23.4,46,Summer
1525,12,24.8,43,Summer
1704,13,26.2,37,Summer
1783,14,27.1,40,Summer
1861,15,27.8,41,Summer
1991,16,28.3,41,Summer
2383,17,28.4,43,Summer
2451,18,28,46,Summer
2475,19,27.2,48,Summer
2497,20,25,60,Summer
2435,21,23.7,64,Summer
1995,22,22.8,69,Summer
1615,23,22.1,73,Summer
1394,0,21.5,76,Summer
929,1,20.9,79,Summer
755,2,20.5,76,Summer
491,3,19.9,80,Summer
304,4,19.4,82,Summer
238,5,19,85,Summer
324,6,18.9,83,Summer
475,7,19.6,75,Summer
715,8,21.1,70,Summer
944,9,22.5,66,Summer
953,10,23,66,Summer
1146,11,23.6,63,Summer
1422,12,24.8,56,Summer
1563,13,25.7,52,Summer
1709,14,26.8,44,Summer
1979,15,27.3,51,Summer
2235,16,26.6,51,Summer
2330,17,25.6,58,Summer
2474,18,25,59,Summer
2481,19,24.2,62,Summer
2429,20,23.1,67,Summer
2055,21,22.7,66,Summer
1819,22,22.2,70,Summer
1323,23,21.7,74,Summer
917,0,21.3,74,Summer
547,1,21,74,Summer
436,2,20.7,76,Summer
202,3,20.5,77,Summer
164,4,20.2,78,Summer
383,5,20,80,Summer
779,6,20,78,Summer
1590,7,20.6,76,Summer
2357,8,22.7,65,Summer
1263,9,24.7,59,Summer
822,10,26.1,53,Summer
915,11,27.3,45,Summer
988,12,28.4,45,Summer
938,13,29.4,42,Summer
997,14,29.8,36,Summer
1177,15,30.5,34,Summer
1401,16,30.5,34,Summer
2040,17,29.5,36,Summer
746,18,29.2,35,Summer
1557,19,28.1,38,Summer
2515,20,25.7,43,Summer
1702,21,23.8,48,Summer
1373,22,22.9,56,Summer
1732,23,22.3,59,Summer
1055,0,21.5,63,Summer
766,1,20.9,66,Summer
527,2,20.2,71,Summer
369,3,19.9,69,Summer
268,4,19.7,73,Summer
317,5,19.4,77,Summer
746,6,19.1,75,Summer
1616,7,19.9,72,Summer
2430,8,21.1,66,Summer
1381,9,22.4,62,Summer
937,10,23.7,56,Summer
1014,11,24.6,53,Summer
1224,12,25.8,48,Summer
1230,13,26.6,46,Summer
1258,14,27.2,44,Summer
1363,15,26.7,42,Summer
1700,16,26.1,46,Summer
2328,17,25.1,51,Summer
3556,18,24.1,57,Summer
2809,19,23.3,59,Summer
2525,20,22.4,62,Summer
2378,21,21.6,66,Summer
2096,22,20.8,71,Summer
1456,23,20.1,73,Summer
1030,0,19.7,71,Summer
803,1,19.6,73,Summer
576,2,19.6,78,Summer
340,3,19.4,79,Summer
249,4,19.1,82,Summer
336,5,19.1,83,Summer
714,6,19.4,83,Summer
1629,7,20,77,Summer
2440,8,20.6,77,Summer
1401,9,21.1,73,Summer
1002,10,22.2,70,Summer
1100,11,23.7,56,Summer
1252,12,25.2,53,Summer
1184,13,26.2,51,Summer
1158,14,27.5,47,Summer
1266,15,27.9,45,Summer
1600,16,28.2,48,Summer
2289,17,28,50,Summer
3384,18,27,55,Summer
2741,19,25.6,61,Summer
2519,20,23.3,68,Summer
2246,21,21.6,74,Summer
1979,22,20.6,78,Summer
1401,23,20.1,82,Summer
1083,0,20,83,Summer
794,1,20.1,82,Summer
539,2,20.2,82,Summer
394,3,20,83,Summer
215,4,19.6,87,Summer
308,5,19.4,82,Summer
709,6,19.5,80,Summer
1543,7,19.9,74,Summer
2370,8,21.4,65,Summer
1360,9,22.7,59,Summer
922,10,23.9,57,Summer
1066,11,25.5,57,Summer
1197,12,26.4,46,Summer
1147,13,27.3,33,Summer
1152,14,28,39,Summer
1276,15,28.3,40,Summer
1473,16,28.5,42,Summer
2176,17,28.4,43,Summer
3418,18,27.8,43,Summer
2811,19,26.9,42,Summer
2556,20,25.1,55,Summer
2436,21,23.8,63,Summer
2179,22,22.8,67,Summer
1497,23,21.9,59,Summer
1137,0,20.7,67,Summer
912,1,20.2,75,Summer
602,2,19.8,80,Summer
413,3,19.3,85,Summer
268,4,19.1,86,Summer
336,5,18.6,85,Summer
710,6,18.2,83,Summer
1529,7,18.8,66,Summer
2283,8,21.9,58,Summer
1284,9,24.2,47,Summer
902,10,26.3,34,Summer
1020,11,28.1,35,Summer
1116,12,29.8,28,Summer
1073,13,30.6,26,Summer
1087,14,31.6,25,Summer
1203,15,31.9,23,Summer
1466,16,30.8,31,Summer
2146,17,30.4,28,Summer
3365,18,29.3,27,Summer
2732,19,27.1,32,Summer
2493,20,25.4,31,Summer
2251,21,24.2,32,Summer
2103,22,23.3,32,Summer
1648,23,22.9,34,Summer
1322,0,22.7,36,Summer
1073,1,22.5,39,Summer
818,2,22.3,37,Summer
540,3,22,42,Summer
375,4,21.6,47,Summer
339,5,21.1,48,Summer
417,6,21,48,Summer
622,7,21.3,44,Summer
934,8,22.6,42,Summer
1072,9,24.3,37,Summer
1064,10,25.8,35,Summer
1229,11,27.5,31,Summer
1374,12,28.4,31,Summer
1483,13,27.9,41,Summer
1445,14,28,46,Summer
1589,15,28.4,43,Summer
1837,16,28.3,48,Summer
2101,17,28.1,49,Summer
2256,18,26.3,55,Summer
2288,19,25.7,59,Summer
2262,20,24.6,65,Summer
2175,21,23.8,68,Summer
1932,22,23,74,Summer
1402,23,22.5,77,Summer
849,0,22,81,Summer
545,1,21.5,83,Summer
1254,2,20.9,87,Summer
644,3,20.6,91,Summer
286,4,20.5,90,Summer
235,5,20.3,87,Summer
258,6,20.2,87,Summer
369,7,20.5,82,Summer
561,8,21.3,78,Summer
734,9,23.1,68,Summer
763,10,25,60,Summer
870,11,27.1,52,Summer
1042,12,28.9,40,Summer
1062,13,30.6,31,Summer
1064,14,31.6,34,Summer
1213,15,31.8,31,Summer
1471,16,31.3,32,Summer
1754,17,30.9,34,Summer
2094,18,29.8,35,Summer
2290,19,27.8,41,Summer
2387,20,26.1,49,Summer
2153,21,24.5,71,Summer
1801,22,23.9,72,Summer
1329,23,23.3,75,Summer
962,0,22.9,79,Summer
585,1,22.5,80,Summer
424,2,22.3,80,Summer
264,3,22,83,Summer
199,4,21.8,82,Summer
338,5,21.5,84,Summer
785,6,21.3,81,Summer
1620,7,22.1,74,Summer
2331,8,23.8,66,Summer
1293,9,25.4,61,Summer
878,10,26.4,55,Summer
968,11,27.8,46,Summer
1039,12,29.8,42,Summer
1073,13,31.2,36,Summer
1016,14,32.3,35,Summer
1184,15,32.7,31,Summer
1407,16,32.2,39,Summer
2008,17,31.5,42,Summer
3238,18,30.7,43,Summer
2779,19,29.8,45,Summer
2456,20,28.8,54,Summer
2372,21,27.9,55,Summer
2046,22,27.4,55,Summer
1437,23,27.2,55,Summer
1052,0,26.9,61,Summer
783,1,26.7,50,Summer
524,2,26.1,51,Summer
353,3,25.4,50,Summer
143,4,24.7,49,Summer
45,5,23.7,64,Summer
37,6,22.5,83,Summer
49,7,21.2,87,Summer
53,8,20.8,94,Summer
19,9,20.3,96,Summer
9,10,20.3,97,Summer
11,11,20.4,97,Summer
10,12,20.5,97,Summer
24,13,20.5,97,Summer
26,14,21,97,Summer
65,15,21.5,97,Summer
56,16,23.3,96,Summer
113,17,24,95,Summer
156,18,24.1,95,Summer
203,19,24.2,94,Summer
199,20,24.1,94,Summer
275,21,23.5,94,Summer
443,22,22.4,95,Summer
552,23,21.6,89,Summer
513,0,20.5,94,Summer
254,1,20,96,Summer
164,2,19.6,97,Summer
152,3,19.4,97,Summer
110,4,19.2,97,Summer
162,5,19.1,97,Summer
417,6,19.2,97,Summer
1084,7,19.3,98,Summer
1995,8,19.7,97,Summer
1238,9,20,96,Summer
862,10,21.4,85,Summer
1015,11,23.4,73,Summer
1145,12,24.1,73,Summer
1234,13,24.9,69,Summer
1243,14,24.7,72,Summer
1362,15,25.5,68,Summer
1618,16,25,74,Summer
2115,17,25.1,70,Summer
3172,18,25,69,Summer
2487,19,24.9,70,Summer
2274,20,24.2,72,Summer
2200,21,23.3,71,Summer
1959,22,22.7,77,Summer
980,23,22.3,83,Summer
561,0,22.2,84,Summer
1068,1,22.2,84,Summer
652,2,22.4,84,Summer
344,3,22.4,86,Summer
233,4,22.3,88,Summer
266,5,22.1,93,Summer
594,6,22,90,Summer
1391,7,22.7,81,Summer
2288,8,24.2,73,Summer
1246,9,24.8,75,Summer
826,10,25.3,70,Summer
938,11,26.5,64,Summer
1158,12,27,68,Summer
1040,13,27.2,68,Summer
1030,14,27.1,72,Summer
1209,15,26.4,76,Summer
766,16,25.2,81,Summer
65,17,22.2,92,Summer
596,18,20.6,97,Summer
944,19,20.9,97,Summer
1039,20,21,96,Summer
1223,21,21.3,94,Summer
1239,22,21.6,94,Summer
931,23,21.7,96,Summer
470,0,21.9,95,Summer
460,1,22,96,Summer
345,2,22.2,96,Summer
227,3,22.3,96,Summer
123,4,22.3,96,Summer
133,5,22.1,97,Summer
308,6,21.9,97,Summer
883,7,22,97,Summer
2028,8,22.2,95,Summer
1195,9,22.9,86,Summer
913,10,24.4,76,Summer
956,11,24.8,74,Summer
1168,12,26.1,67,Summer
1117,13,26.8,65,Summer
1175,14,27.8,57,Summer
1209,15,28.4,63,Summer
1554,16,29,57,Summer
2099,17,28.5,60,Summer
3113,18,28.1,60,Summer
2602,19,27.1,64,Summer
2339,20,26.2,70,Summer
2225,21,25.2,75,Summer
2103,22,24.2,80,Summer
1552,23,23.5,83,Summer
1275,0,23,84,Summer
1070,1,22.6,85,Summer
859,2,22.2,88,Summer
625,3,21.9,88,Summer
382,4,21.7,93,Summer
247,5,21.7,88,Summer
310,6,22.1,85,Summer
468,7,22.5,86,Summer
825,8,23.4,81,Summer
862,9,24.2,81,Summer
933,10,25.1,73,Summer
871,11,26.4,71,Summer
858,12,25.2,94,Summer
1144,13,25.6,87,Summer
1235,14,27.5,69,Summer
1311,15,27.8,71,Summer
1317,16,27.9,69,Summer
1291,17,27.4,75,Summer
306,18,27.5,79,Summer
481,19,24.3,95,Summer
778,20,24.2,88,Summer
1005,21,23.9,84,Summer
1107,22,23.4,88,Summer
919,23,22.9,92,Summer
865,0,22.6,88,Summer
740,1,22.7,87,Summer
586,2,22.7,87,Summer
368,3,22.7,86,Summer
211,4,22.7,85,Summer
54,5,22.6,86,Summer
60,6,22.3,93,Summer
25,7,22.1,89,Summer
20,8,22.1,93,Summer
9,9,22.1,94,Summer
13,10,21.6,97,Summer
11,11,21.2,97,Summer
9,12,21.1,97,Summer
30,13,21.2,97,Summer
14,14,21.5,97,Summer
51,15,21.8,97,Summer
41,16,22.2,97,Summer
25,17,22.4,96,Summer
17,18,22.2,96,Summer
18,19,21.9,96,Summer
16,20,21.9,97,Summer
17,21,21.8,97,Summer
16,22,21.7,97,Summer
15,23,21.5,97,Summer
26,0,21.4,97,Summer
28,1,21.3,97,Summer
17,2,21.2,97,Summer
23,3,21.1,96,Summer
58,4,20.8,97,Summer
28,5,20.7,97,Summer
40,6,20.7,97,Summer
126,7,20.7,97,Summer
104,8,20.8,96,Summer
128,9,21,97,Summer
27,10,21.4,97,Summer
153,11,21.7,97,Summer
218,12,22.4,97,Summer
304,13,22.6,97,Summer
381,14,23.3,96,Summer
619,15,24.2,93,Summer
839,16,25.2,87,Summer
861,17,25.3,87,Summer
832,18,24.9,87,Summer
44,19,24.1,93,Summer
61,20,23.5,97,Summer
72,21,23.4,98,Summer
83,22,23.4,98,Summer
168,23,23.4,98,Summer
349,0,23.2,98,Summer
407,1,23.1,98,Summer
354,2,23,98,Summer
233,3,22.8,98,Summer
149,4,22.7,97,Summer
224,5,22.6,97,Summer
600,6,22.6,95,Summer
1308,7,23.5,86,Summer
2135,8,24.3,83,Summer
1156,9,25.7,76,Summer
818,10,27.6,71,Summer
906,11,29.2,66,Summer
944,12,30.1,64,Summer
994,13,31.2,54,Summer
1001,14,31,56,Summer
1069,15,32,54,Summer
1325,16,31.3,52,Summer
1783,17,32.4,50,Summer
2965,18,32.2,57,Summer
2598,19,30.4,62,Summer
2398,20,28.8,72,Summer
2264,21,27.8,72,Summer
1948,22,26.9,78,Summer
1365,23,26.4,78,Summer
971,0,25.9,79,Summer
796,1,25.4,79,Summer
555,2,25.1,82,Summer
372,3,24.9,83,Summer
234,4,24.7,82,Summer
316,5,24.2,86,Summer
747,6,24,84,Summer
1450,7,24.6,78,Summer
2215,8,26.4,64,Summer
1191,9,27.4,68,Summer
831,10,28.5,65,Summer
941,11,30,60,Summer
1021,12,30.5,58,Summer
1007,13,31,60,Summer
1005,14,31.3,58,Summer
1038,15,31.1,57,Summer
1306,16,31.6,57,Summer
1856,17,31.2,56,Summer
3080,18,30,60,Summer
2637,19,28.2,64,Summer
2415,20,27.1,67,Summer
2274,21,26.2,70,Summer
2091,22,25.1,73,Summer
1432,23,24.7,74,Summer
1078,0,24.2,77,Summer
846,1,23.9,79,Summer
568,2,23.6,80,Summer
376,3,23.5,81,Summer
267,4,23.5,80,Summer
326,5,23.5,80,Summer
438,6,23.5,80,Summer
828,7,23.5,90,Summer
1836,8,23.6,93,Summer
1112,9,24.2,84,Summer
827,10,25.6,75,Summer
890,11,26.3,71,Summer
996,12,27,68,Summer
929,13,28.1,67,Summer
933,14,28.3,67,Summer
1011,15,28.8,66,Summer
1105,16,28.2,71,Summer
1381,17,27.3,76,Summer
2594,18,26.8,71,Summer
2309,19,26.7,69,Summer
2122,20,25.8,68,Summer
2063,21,25.2,67,Summer
1941,22,24.4,67,Summer
1406,23,23.9,66,Summer
1075,0,23.5,65,Summer
839,1,23.1,66,Summer
558,2,22.8,65,Summer
403,3,22.6,66,Summer
273,4,22.6,66,Summer
311,5,22.5,66,Summer
723,6,22.4,65,Summer
1449,7,22.6,63,Summer
2273,8,23.2,60,Summer
1318,9,23.3,61,Summer
998,10,23.7,59,Summer
1024,11,23.9,59,Summer
1216,12,25.7,57,Summer
1210,13,26.2,53,Summer
1209,14,27,52,Summer
1346,15,26.9,51,Summer
1635,16,26.6,54,Summer
2282,17,26.6,52,Summer
3196,18,25.9,52,Summer
2557,19,25,52,Summer
2223,20,23.8,55,Summer
2183,21,23.1,54,Summer
1917,22,22.5,54,Summer
1458,23,22,55,Summer
1191,0,21.5,56,Summer
1079,1,21.1,57,Summer
760,2,20.7,58,Summer
545,3,20.4,59,Summer
331,4,20,63,Summer
273,5,19.8,63,Summer
396,6,19.5,61,Summer
567,7,19.6,57,Summer
832,8,21.2,52,Summer
1009,9,22.6,51,Summer
1050,10,24,49,Summer
1129,11,25,48,Summer
1328,12,26.4,47,Summer
1399,13,27.5,43,Summer
1430,14,28.3,43,Summer
1579,15,28.7,42,Summer
1764,16,28.9,44,Summer
2020,17,28.9,45,Summer
2238,18,27.8,48,Summer
2352,19,26.1,51,Summer
2232,20,24.6,51,Summer
2235,21,23.4,52,Summer
1921,22,22.6,51,Summer
1416,23,21.7,51,Summer
1208,0,20.7,51,Summer
946,1,19.9,52,Summer
648,2,19.3,54,Summer
460,3,18.8,56,Summer
277,4,18.4,57,Summer
253,5,18.1,57,Summer
267,6,17.8,58,Summer
410,7,18.2,54,Summer
684,8,19.1,53,Summer
787,9,20.8,51,Summer
867,10,22.5,48,Summer
1053,11,23.8,47,Summer
1237,12,25,46,Summer
1442,13,26.1,45,Summer
1517,14,27.1,41,Summer
1693,15,27.6,37,Summer
2070,16,27.9,39,Summer
2266,17,27.4,44,Summer
2351,18,26.7,48,Summer
2272,19,26.3,51,Summer
2348,20,25.7,53,Summer
2055,21,25.3,55,Summer
1717,22,25,57,Summer
1252,23,24.6,60,Summer
900,0,24.2,61,Summer
554,1,23.7,64,Summer
387,2,22.7,63,Summer
285,3,21.9,63,Summer
206,4,21.4,63,Summer
301,5,21.1,64,Summer
486,6,21,64,Summer
451,7,20.9,66,Summer
670,8,20.7,73,Summer
575,9,21.1,72,Summer
217,10,21.1,73,Summer
186,11,20.6,82,Summer
71,12,20.7,83,Summer
99,13,20.3,87,Summer
110,14,20.2,89,Summer
59,15,20.3,90,Summer
68,16,20.2,91,Summer
104,17,20.3,93,Summer
140,18,20.3,93,Summer
68,19,20.4,94,Summer
48,20,20.3,95,Summer
95,21,20.3,96,Summer
71,22,20.4,96,Summer
40,23,20.4,96,Summer
29,0,20.4,97,Summer
39,1,20.4,97,Summer
84,2,20.5,98,Summer
136,3,20.6,98,Summer
133,4,20.6,97,Summer
174,5,20.6,97,Summer
534,6,20.7,97,Summer
1209,7,21.1,95,Summer
2017,8,21.7,89,Summer
1061,9,22.3,86,Summer
768,10,22.6,85,Summer
909,11,23.2,82,Summer
1035,12,24.1,80,Summer
1074,13,25.2,77,Summer
1142,14,25.5,77,Summer
1169,15,25.7,77,Summer
1462,16,26.3,74,Summer
1603,17,26.5,76,Summer
1665,18,26.2,82,Summer
794,19,25.7,83,Summer
908,20,25.3,89,Summer
1352,21,25.1,86,Summer
971,22,25,86,Summer
373,23,24.9,87,Summer
240,0,24.6,96,Summer
240,1,24.6,96,Summer
236,2,24.5,96,Summer
157,3,24.5,97,Summer
71,4,24.5,97,Summer
76,5,24.5,97,Summer
187,6,24.5,97,Summer
303,7,24.6,97,Summer
827,8,25.1,97,Summer
634,9,25.6,96,Summer
581,10,26.3,91,Summer
792,11,27.2,82,Summer
964,12,28.1,73,Summer
991,13,28.7,69,Summer
1052,14,29.2,67,Summer
1106,15,29.4,68,Summer
1344,16,28.7,70,Summer
1923,17,28.7,71,Summer
2931,18,28.4,75,Summer
2328,19,28.2,72,Summer
2048,20,27.7,76,Summer
1936,21,27.3,78,Summer
1870,22,27.1,79,Summer
1298,23,26.9,79,Summer
938,0,26.7,79,Summer
787,1,26.6,80,Summer
517,2,26.3,84,Summer
322,3,26.2,83,Summer
159,4,26.1,85,Summer
231,5,25.9,91,Summer
593,6,25.6,93,Summer
1279,7,25.9,87,Summer
1811,8,26.3,84,Summer
982,9,26.5,82,Summer
746,10,26.7,88,Summer
805,11,27.4,78,Summer
991,12,27.4,80,Summer
959,13,27.7,76,Summer
976,14,27.8,76,Summer
1163,15,28,76,Summer
1296,16,28.1,74,Summer
1915,17,27.9,75,Summer
3016,18,27.5,77,Summer
2313,19,27.4,78,Summer
2214,20,26.9,80,Summer
2115,21,26.3,81,Summer
1945,22,25.9,83,Summer
1355,23,25.5,84,Summer
1006,0,25.1,87,Summer
760,1,24.8,89,Summer
600,2,24.9,86,Summer
377,3,24.9,86,Summer
241,4,24.8,86,Summer
301,5,24.8,84,Summer
